customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,profit
1942,Abe,Townby,Male,0,1/8/1987,Programmer Analyst II,Financial Services,High Net Worth,N,No,19,33,4675.19
1943,Armstrong,Style,Male,35,10/3/1985,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13,35,357.79
1944,Gregory,Balchin,Male,73,7/30/1980,Programmer III,Argiculture,High Net Worth,N,Yes,8,40,1345.75
1945,Griffin,Gisbourn,Male,88,7/10/1978,Software Test Engineer II,n/a,High Net Worth,N,Yes,9,42,710.07
1946,Brannon,Gladman,Male,37,1/4/1959,Systems Administrator III,n/a,Mass Customer,N,No,8,61,4063.82
1947,Gretta,Patrone,Female,66,12/11/1963,Geologist II,Telecommunications,Affluent Customer,N,Yes,18,57,3974.81
1948,Elizabeth,Applewhaite,Female,30,6/8/1964,,Entertainment,Mass Customer,N,No,11,56,2425.34
1949,Onida,Cockshot,Female,9,5/10/1954,Legal Assistant,Manufacturing,Mass Customer,N,No,7,66,3586.71
1950,Berne,Fulkes,Male,27,10/7/1963,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19,57,3817.14
1951,Rockie,MacCosty,Male,93,6/7/2000,Health Coach II,Manufacturing,Mass Customer,N,Yes,2,20,4514.84
1952,Patrica,Donativo,Female,35,1/29/1974,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9,46,2882.8
1953,Luisa,McGlue,Female,23,6/5/1978,Paralegal,Financial Services,High Net Worth,N,No,12,42,3899.78
1954,Greg,Iacovo,Male,88,11/29/1967,VP Sales,Manufacturing,Affluent Customer,N,No,5,53,5105.49
1955,Thornton,Vereker,Male,18,11/22/1980,Environmental Specialist,n/a,Mass Customer,N,No,11,40,1215.92
1956,Omero,Murra,Male,36,7/8/1994,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3,26,1267.19
1957,Gary,Eager,Male,1,9/19/1977,Accountant IV,Property,Affluent Customer,N,No,4,43,5079.91
1958,Janina,Keme,Female,62,9/1/1985,Professor,n/a,Mass Customer,N,No,22,35,1090.71
1959,Arlen,Klossek,Male,3,9/18/1978,Director of Sales,Health,Mass Customer,N,Yes,16,42,3479.22
1960,Falkner,Jochens,Male,86,7/3/1978,Software Engineer II,n/a,Mass Customer,N,Yes,10,42,2690.06
1961,Licha,Lyes,Female,10,11/22/1960,Physical Therapy Assistant,n/a,Mass Customer,N,Yes,15,60,3361.67
1962,Paddie,Grunder,Male,13,11/1/1977,Sales Representative,Retail,Mass Customer,N,Yes,22,43,758.69
1963,Syman,Trimnell,Male,81,3/18/1998,Biostatistician I,Argiculture,Mass Customer,N,Yes,4,22,1828.47
1964,Cara,Campbell-Dunlop,Female,60,6/19/1964,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9,56,4239.32
1965,Bendicty,Powrie,Male,81,12/14/1973,Web Designer III,Retail,Mass Customer,N,Yes,3,47,2093.67
1966,Moshe,Nicholl,Male,75,10/31/1993,,Financial Services,High Net Worth,N,No,3,27,1564.56
1967,Nomi,,Female,88,11/19/1985,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,17,35,5732.11
1968,Frederica,Hughman,Female,31,6/12/1994,Librarian,Entertainment,Mass Customer,N,No,1,26,1810.03
1969,Dimitry,Kunkler,Male,54,7/6/1961,Teacher,IT,Mass Customer,N,Yes,19,59,2623.56
1970,Carl,Eyre,Male,51,8/23/1982,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7,38,3660.48
1971,Mariel,Dyke,Female,49,2/10/1998,,Manufacturing,Mass Customer,N,Yes,4,22,4812.99
1972,Obed,Pauler,Male,12,7/14/1989,,IT,Mass Customer,N,Yes,2,31,2792.56
1973,Fanni,Liffe,Female,52,1/11/1980,Media Manager IV,Financial Services,High Net Worth,N,No,5,40,3371.69
1974,Aharon,Moller,Male,67,6/15/1958,Administrative Officer,n/a,Mass Customer,N,Yes,15,62,1601.33
1975,Tommie,Midden,Female,39,10/19/1965,Product Engineer,Health,Affluent Customer,N,No,4,55,79.16
1976,Letitia,Coan,Female,84,8/16/1975,Product Engineer,Manufacturing,Mass Customer,N,No,11,45,1731.63
1977,Myrtia,Paschke,Female,28,10/4/1977,,Manufacturing,Mass Customer,N,Yes,5,43,2080.25
1978,Marge,Skerm,Female,53,1/6/1955,Dental Hygienist,Health,Mass Customer,N,No,16,65,231.71
1979,Ephrem,Cariss,Male,98,5/15/1960,Statistician III,Manufacturing,Mass Customer,N,Yes,11,60,4541.84
1980,Kenneth,Viall,Male,97,6/20/1992,Food Chemist,Health,High Net Worth,N,Yes,7,28,4822.39
1981,Calv,Zelland,Male,62,1/30/1986,Sales Associate,n/a,Affluent Customer,N,No,12,34,2291.97
1982,Julee,Hallewell,Female,80,3/30/1968,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16,52,3939.17
1983,Kimberlee,Soonhouse,Female,6,3/10/1963,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18,57,3061.8
1984,Hewett,Alessandretti,Male,70,6/1/1999,Information Systems Manager,Health,Mass Customer,N,Yes,1,21,7256.08
1985,Chrysler,Longstaffe,Female,1,12/2/1978,Computer Systems Analyst I,n/a,Mass Customer,N,Yes,16,42,2665.3
1986,Melania,Ruske,Female,53,12/30/1981,,Retail,Mass Customer,N,No,16,39,2436.69
1987,Jacobo,Rosenblum,Male,56,6/8/1956,Research Associate,Health,Affluent Customer,N,No,8,64,1781.36
1988,Kelwin,Goldsmith,Male,27,4/15/1957,Recruiting Manager,Property,Mass Customer,N,No,8,63,6006.4
1989,Emalee,Guitel,Female,46,7/21/1973,Graphic Designer,Property,High Net Worth,N,Yes,17,47,1659.64
1990,Mira,Askham,U,9,,Senior Financial Analyst,Financial Services,High Net Worth,N,No,,,2904.13
1991,Tobe,Godrich,Male,35,9/27/1993,Research Nurse,Health,Mass Customer,N,Yes,8,27,8256.08
1992,Shanta,Attrill,Female,28,10/21/1995,Web Developer I,Manufacturing,Mass Customer,N,Yes,3,25,6658.89
1993,Agustin,Isworth,Male,82,7/27/1980,Accounting Assistant II,n/a,High Net Worth,N,Yes,3,40,2849.22
1994,Gray,McLorinan,Female,71,4/25/1986,,Manufacturing,High Net Worth,N,No,11,34,3922.29
1995,Mabel,Sallter,Female,6,3/26/1969,Automation Specialist II,n/a,Mass Customer,N,Yes,11,51,2094.59
1996,Filmer,Furby,Male,4,12/29/1985,Structural Engineer,Manufacturing,Mass Customer,N,No,4,35,2525.43
1997,Tedmund,Simonsson,Male,57,9/27/1996,Structural Engineer,n/a,Mass Customer,N,No,5,24,2854.97
1998,Hamil,Britch,Male,13,3/26/1975,Media Manager IV,Manufacturing,High Net Worth,N,No,21,45,2715.83
1999,Raquel,Bamlett,Female,6,8/16/1962,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,58,2424.34
2000,Kain,Rene,U,68,,Assistant Professor,IT,High Net Worth,N,Yes,,,999
2001,Mada,Martinho,Female,21,10/6/1977,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3,43,5347.87
2002,Matilde,Hamsher,Female,55,6/20/1971,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12,49,1637.46
2003,Lilli,Hargey,Female,80,6/21/1962,Statistician III,Manufacturing,High Net Worth,N,Yes,8,58,214.37
2004,Brandy,Showering,Male,16,6/12/1963,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,57,2909.67
2005,Marina,McElwee,Female,41,8/20/1978,Accountant I,Manufacturing,High Net Worth,N,No,17,42,4047.83
2006,Hyacinthia,Tuley,Female,33,10/4/1999,Senior Developer,Property,High Net Worth,N,Yes,2,21,2255.61
2007,Gail,Scarrisbrick,Male,8,4/13/1970,Programmer I,Manufacturing,Mass Customer,N,Yes,15,50,4601.81
2008,Jamill,Cudd,Male,77,7/27/1993,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3,27,2365.36
2009,Neilla,Castrillo,Female,19,3/16/1960,Staff Accountant IV,Health,Affluent Customer,N,Yes,19,60,2357.35
2010,Duff,Guyer,Male,88,1/31/1974,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7,46,2168.8
2011,Guthrie,MacAne,Male,68,1/22/1978,VP Sales,Manufacturing,High Net Worth,N,Yes,12,42,560.48
2012,Maisey,Lavell,Female,55,9/7/1972,Health Coach I,Health,High Net Worth,N,No,4,48,2714.3
2013,Marge,Girault,Female,99,8/10/1995,Registered Nurse,Health,Affluent Customer,N,Yes,19,25,6025.31
2014,Sandye,Avraam,Female,49,5/25/1990,Associate Professor,Manufacturing,Mass Customer,N,Yes,8,30,4281.32
2015,Charyl,Sibson,Female,6,2/19/1974,Health Coach IV,Health,Affluent Customer,N,No,7,46,2970.6
2016,Laraine,Merioth,Female,89,11/19/1998,Executive Secretary,Retail,Affluent Customer,N,Yes,1,22,2390.89
2017,Ezri,Sadry,Male,67,2/11/1995,Programmer II,Financial Services,Affluent Customer,N,Yes,6,25,4721.62
2018,Richie,Matts,Male,80,1/30/1963,Senior Developer,Financial Services,Affluent Customer,N,No,12,57,2335.54
2019,Neda,Perkis,Female,48,9/13/1953,VP Marketing,Entertainment,High Net Worth,N,No,17,67,6325.84
2020,Portia,Proudlock,Female,50,5/6/1971,Biostatistician IV,Property,Affluent Customer,N,Yes,14,49,4959.64
2021,Ulrica,Abelwhite,U,31,,Software Test Engineer I,IT,High Net Worth,N,Yes,,,90.22
2022,Mortimer,Iremonger,Male,79,7/3/1982,,IT,Affluent Customer,N,No,7,38,3955.17
2023,Marco,Denziloe,Male,15,1/11/1971,Associate Professor,n/a,High Net Worth,N,No,10,49,5132.78
2024,Elinor,Biggerstaff,Female,69,7/14/2000,VP Sales,IT,Mass Customer,N,Yes,2,20,3558.41
2025,Agosto,Thon,Male,59,4/15/1982,VP Quality Control,n/a,Mass Customer,N,Yes,3,38,2183.55
2026,Anabelle,Rogerson,Female,62,9/18/1987,Structural Engineer,Property,Mass Customer,N,Yes,7,33,3447.44
2027,Whitney,Dahle,Male,89,9/2/1964,VP Product Management,n/a,High Net Worth,N,No,10,56,3237.25
2028,Cathy,Parmley,Female,25,12/10/1976,Director of Sales,Retail,Affluent Customer,N,Yes,18,44,3648.33
2029,Charlie,Hastilow,Male,10,3/10/1992,Nurse,Manufacturing,Mass Customer,N,No,7,28,4156.31
2030,Xymenes,Sprull,Male,3,1/9/1961,Administrative Officer,Property,High Net Worth,N,No,15,59,4622.34
2031,Philbert,Albone,Male,99,1/21/1987,Geologist III,n/a,Mass Customer,N,No,12,33,1998.35
2032,Theodore,Chicchelli,Male,98,9/9/1983,Quality Control Specialist,Property,Mass Customer,N,Yes,9,37,978.76
2033,Mar,Philippon,Male,36,8/31/1971,Dental Hygienist,Health,High Net Worth,N,No,10,49,4458.72
2034,June,Haslam,Female,87,1/10/1974,Speech Pathologist,Manufacturing,Mass Customer,N,No,8,46,2438.26
2035,Kylie,Terese,Male,40,6/1/1979,Senior Developer,Health,Mass Customer,N,No,19,41,1520.86
2036,Alix,Gilliland,Female,11,4/29/1977,,n/a,Mass Customer,N,No,17,43,6770.24
2037,Irwin,Ryall,Male,19,1/4/1989,VP Marketing,IT,Mass Customer,N,No,6,31,2941.07
2038,Fae,Done,Female,9,11/26/1959,Structural Engineer,Financial Services,Mass Customer,N,Yes,5,61,3207.17
2039,Laureen,Blower,Female,38,3/26/1978,Senior Developer,IT,High Net Worth,N,Yes,7,42,2422.46
2040,Gal,Scardafield,Male,25,9/5/1969,VP Sales,Retail,Affluent Customer,N,Yes,12,51,1364.05
2041,Mort,Heath,Male,52,10/27/1957,VP Accounting,Financial Services,Mass Customer,N,No,17,63,3799.86
2042,Bendix,Cooke,Male,65,8/14/1968,Registered Nurse,Health,Mass Customer,N,No,17,52,2006.18
2043,Veronike,Clampett,Female,67,9/5/1977,Software Consultant,n/a,Mass Customer,N,No,7,43,3472.24
2044,Leyla,Eddington,Female,84,8/2/1998,Quality Engineer,Health,Mass Customer,N,Yes,1,22,3977.45
2045,Hermina,Franzel,Female,15,7/3/1984,VP Sales,Financial Services,High Net Worth,N,No,15,36,5224.69
2046,Charis,Maas,Female,3,7/27/1959,Marketing Manager,n/a,Mass Customer,N,Yes,13,61,9188.77
2047,Kirsten,Slegg,Female,45,4/13/1975,Paralegal,Financial Services,Affluent Customer,N,Yes,21,45,1952.51
2048,Sorcha,Genthner,Female,22,4/13/1960,Financial Advisor,Financial Services,High Net Worth,N,No,13,60,5517.21
2049,Jud,Purchon,Male,21,2/12/1962,Assistant Professor,Manufacturing,High Net Worth,N,No,5,58,4162.97
2050,Opal,Costa,Female,22,6/26/1954,Business Systems Development Analyst,n/a,Mass Customer,N,Yes,5,66,2099.4
2051,Teresita,Drinnan,Female,8,6/15/1959,Geological Engineer,Manufacturing,Affluent Customer,N,No,20,61,6140.66
2052,Ganny,Sealeaf,Male,5,11/30/1955,,Retail,Mass Customer,N,Yes,8,65,3009.89
2053,Horatius,Dufton,Male,7,5/28/1978,,Financial Services,Affluent Customer,N,Yes,11,42,4941.18
2054,Horace,Gilpillan,Male,12,8/21/1995,,Manufacturing,Mass Customer,N,Yes,22,25,3000.7
2055,Harmon,Bakster,Male,46,9/14/1980,Administrative Assistant III,Retail,High Net Worth,N,No,7,40,5563.63
2056,Cristin,Smoughton,Female,65,3/4/1986,Biostatistician IV,Property,High Net Worth,N,No,22,34,1028.46
2057,Elianora,Sally,Female,99,10/4/1959,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15,61,5006.98
2058,Ronna,Wickersham,Female,99,2/4/1978,Database Administrator I,Argiculture,High Net Worth,N,No,7,42,3634.98
2059,Kylen,Gimson,Female,21,2/15/1977,Graphic Designer,n/a,High Net Worth,N,No,12,43,1500.24
2060,Constancia,Akram,Female,17,1/23/1959,Statistician II,Financial Services,Mass Customer,N,No,17,61,5875.14
2061,Loralyn,,Female,71,1/24/1983,Technical Writer,Manufacturing,High Net Worth,N,No,4,37,3867.74
2062,Guillermo,Kolakovic,Male,67,8/19/1976,Junior Executive,Retail,Mass Customer,N,No,18,44,3465.41
2063,Benny,Crudge,Male,55,6/17/1963,Clinical Specialist,Health,Affluent Customer,N,No,16,57,1823
2064,Reynard,Jaffrey,Male,99,5/19/1969,VP Marketing,Health,Mass Customer,N,Yes,18,51,3327.04
2065,Silvio,Henrichs,Male,66,3/13/1978,Technical Writer,Retail,Mass Customer,N,Yes,12,42,2071.89
2066,Skipp,McLarens,Male,91,12/21/1969,Food Chemist,Health,High Net Worth,N,Yes,12,51,2259.29
2067,Slade,Mulvin,Male,81,5/5/1979,Registered Nurse,Health,Mass Customer,N,No,17,41,3743.8
2068,Wandie,Nare,Female,23,8/8/1956,Account Representative I,n/a,High Net Worth,N,No,8,64,3933.88
2069,Sol,Holdron,U,32,,Software Test Engineer IV,IT,Mass Customer,N,Yes,,,5879.97
2070,Tiphany,Leppington,Female,0,12/5/1981,Recruiting Manager,n/a,Mass Customer,N,No,8,39,6433.75
2071,Ardis,Ramelet,Female,69,2/7/1978,,n/a,Mass Customer,N,No,10,42,3588.04
2072,Margie,Tillyer,Female,30,4/20/1960,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9,60,4136.84
2073,Linea,,Female,87,1/30/1974,,Manufacturing,High Net Worth,N,Yes,10,46,2487.67
2074,Roslyn,Rawdall,Female,90,6/11/1997,,Financial Services,Mass Customer,N,No,4,23,
2075,Devondra,Jovis,Female,95,4/23/1973,Environmental Tech,Manufacturing,Mass Customer,N,No,8,47,2302.54
2076,Beatriz,Tweddle,Female,73,6/3/1969,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5,51,5576.17
2077,Tobe,Lindroos,Female,67,2/26/1992,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,28,2429.72
2078,Joice,Govett,Female,15,8/30/1989,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3,31,2175.54
2079,Eda,,Female,49,7/29/1956,Account Executive,n/a,High Net Worth,N,No,11,64,2692.83
2080,Rosamond,Sainer,Female,15,8/7/1959,Human Resources Assistant IV,n/a,High Net Worth,N,No,17,61,3454.88
2081,Gelya,Coaker,Female,69,6/21/1972,Senior Editor,Financial Services,Mass Customer,N,No,13,48,2531.96
2082,Sybyl,Beekman,Female,38,12/7/1979,Legal Assistant,Health,Affluent Customer,N,Yes,19,41,2903.17
2083,Karee,Ortler,Female,5,7/18/1980,,n/a,Mass Customer,N,No,4,40,4106.38
2084,Britni,Menguy,Female,6,10/3/1986,,IT,Mass Customer,N,Yes,17,34,494.61
2085,Carolynn,Samsin,Female,83,5/3/1956,Pharmacist,Health,Mass Customer,N,No,11,64,2196.35
2086,Gayle,Cockerell,Male,68,1/3/1997,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1,23,949.58
2087,Yehudi,Sandon,Male,76,6/8/1969,Administrative Officer,IT,Mass Customer,N,Yes,15,51,1624.11
2088,Ernie,Wankel,Male,2,10/9/1969,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14,51,3125.44
2089,Erie,Ballston,Male,93,1/7/1958,Safety Technician I,Financial Services,High Net Worth,N,No,15,62,119.32
2090,Stanton,Schimoni,Male,63,12/5/1964,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17,56,289.37
2091,Dominga,Crosfield,Female,27,6/22/1980,Office Assistant II,Argiculture,Mass Customer,N,No,9,40,2764.61
2092,Stavros,Hazelby,Male,14,12/22/1977,Safety Technician IV,Manufacturing,High Net Worth,N,No,18,43,3651.03
2093,Salem,Doiley,Male,94,9/10/1999,Programmer II,Financial Services,High Net Worth,N,No,2,21,3660.48
2094,Merle,Pesticcio,Male,15,1/27/1984,Biostatistician IV,n/a,Mass Customer,N,No,16,36,1368.37
2095,Anette,Guerreiro,Female,69,11/13/1989,Account Executive,Manufacturing,Affluent Customer,N,No,8,31,6194.3
2096,Torrie,Smartman,Female,74,5/21/1969,Programmer III,Telecommunications,High Net Worth,N,Yes,12,51,4320.42
2097,Web,Decaze,Male,38,4/8/1988,Recruiter,Telecommunications,Mass Customer,N,No,21,32,4647.42
2098,Ame,Tossell,Female,82,12/13/1969,Dental Hygienist,Health,High Net Worth,N,No,16,51,2293.67
2099,Mikel,McKechnie,Male,40,10/3/1959,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19,61,4576.76
2100,Der,Blatcher,Male,34,5/30/1978,Marketing Assistant,IT,Mass Customer,N,No,14,42,2399.56
2101,Maryann,,Female,71,3/8/1998,General Manager,n/a,Mass Customer,N,Yes,2,22,7332.69
2102,Carl,Penquet,Male,80,1/8/1976,Senior Editor,n/a,Affluent Customer,N,No,5,44,3934.99
2103,Jayme,Hendin,Male,94,9/22/1975,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18,45,6752.63
2104,Livy,Roote,Female,31,1/29/1979,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11,41,2341.58
2105,Terrance,Goligher,Male,29,11/11/1971,Food Chemist,Health,High Net Worth,N,Yes,6,49,5155.91
2106,Antons,Ley,Male,91,3/19/1970,Project Manager,Financial Services,High Net Worth,N,Yes,13,50,3249.41
2107,Dre,Ferrillo,Female,2,7/10/1992,Biostatistician IV,IT,Affluent Customer,N,Yes,4,28,892.5
2108,Michel,O'Halligan,Female,41,11/24/1985,Software Test Engineer IV,Property,Mass Customer,N,Yes,18,35,2077.3
2109,Grazia,Vinson,Female,14,4/13/1965,Account Representative II,Health,High Net Worth,N,Yes,18,55,5263.13
2110,Gard,Marris,Male,29,7/31/1973,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14,47,2990.36
2111,Ellis,Vokes,Male,98,12/28/1973,Speech Pathologist,Property,Affluent Customer,N,Yes,12,47,4790.82
2112,Aubrie,Glaum,Female,64,5/17/1993,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6,27,3696.43
2113,Nita,Bushell,Female,91,1/6/1972,Internal Auditor,Manufacturing,Affluent Customer,N,No,17,48,2989.64
2114,Erick,Caveill,Male,78,11/29/1954,Safety Technician III,Argiculture,High Net Worth,N,No,19,66,2997.56
2115,Shannon,Pflieger,Male,17,8/31/1975,Food Chemist,Health,Mass Customer,N,Yes,17,45,1168.94
2116,Wyndham,Ecob,Male,81,1/20/1979,Research Associate,Financial Services,Affluent Customer,N,Yes,9,41,4128.63
2117,Llywellyn,Christall,Male,76,6/14/1995,Computer Systems Analyst I,Health,Affluent Customer,N,No,3,25,2724.75
2118,Ulrick,Calyton,Male,29,7/22/1978,Developer III,n/a,High Net Worth,N,No,7,42,2385.07
2119,Dorise,Bellon,Female,51,3/1/1985,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17,35,2795.32
2120,Clare,Attoe,Male,80,1/3/1997,Web Designer III,Manufacturing,Mass Customer,N,No,1,23,4543.18
2121,Clarita,Jaqueminet,Female,35,2/15/1989,Nurse,Financial Services,Mass Customer,N,Yes,22,31,4204.3
2122,Osborne,Nawton,Male,85,1/27/1973,Registered Nurse,Health,High Net Worth,N,Yes,11,47,1303.18
2123,Shirley,Negal,Female,36,3/19/1993,Software Engineer II,Manufacturing,Affluent Customer,N,No,2,27,2289.21
2124,Damien,Bartczak,Male,17,1/30/1978,,Retail,High Net Worth,N,No,18,42,3900.32
2125,Laurene,Linstead,Female,9,1/27/1975,VP Quality Control,Financial Services,High Net Worth,N,No,18,45,1710.28
2126,Hugibert,Getcliff,Male,65,3/29/1958,Product Engineer,Health,Mass Customer,N,Yes,17,62,594.06
2127,Wanids,Baudet,Female,66,2/15/1974,Web Designer I,Manufacturing,Mass Customer,N,No,7,46,1884.62
2128,Gregorius,Cockram,Male,31,9/25/1976,Data Coordiator,Property,Affluent Customer,N,Yes,16,44,1596.3
2129,Barron,Waszkiewicz,Male,26,10/7/1980,Electrical Engineer,Manufacturing,High Net Worth,N,No,3,40,873.12
2130,Evangelina,Coxhell,Female,95,1/1/1990,Structural Engineer,Property,High Net Worth,N,Yes,16,30,4253.77
2131,Nettle,Painter,Female,12,3/21/1971,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,7,49,1160.21
2132,Davina,Dougary,Female,16,2/2/1985,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22,35,6401.83
2133,Clarissa,Blaisdale,Female,44,1/20/1998,General Manager,Financial Services,High Net Worth,N,No,3,22,3126.84
2134,Crosby,Ruoff,Male,16,2/21/2000,Nurse,Manufacturing,Affluent Customer,N,No,2,20,3923.57
2135,Teador,Laurant,Male,97,9/18/1980,Structural Engineer,n/a,Mass Customer,N,Yes,15,40,217.51
2136,Heather,Golsworthy,Female,21,7/12/1965,Office Assistant I,Health,High Net Worth,N,Yes,5,55,3917.47
2137,Renie,,Female,46,6/22/1971,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5,49,1433.8
2138,Jonell,Gon,Female,23,11/28/1978,Graphic Designer,Manufacturing,High Net Worth,N,No,15,42,5474.02
2139,Carolina,Brands,Female,87,2/6/1982,Accountant II,IT,Affluent Customer,N,Yes,7,38,5380.68
2140,Hilario,Ramsdell,Male,59,9/30/1976,Help Desk Operator,Telecommunications,High Net Worth,N,No,21,44,4700.15
2141,Georgie,Bruggen,Female,50,8/21/1964,Programmer I,Financial Services,High Net Worth,N,Yes,4,56,2611.75
2142,Marti,McComish,Female,61,7/2/1979,Biostatistician IV,n/a,Affluent Customer,N,No,7,41,5258.12
2143,Napoleon,Terron,Male,53,12/23/1963,Business Systems Development Analyst,n/a,High Net Worth,N,Yes,10,57,2067.15
2144,Maureene,Kingstne,Female,12,4/11/1978,Office Assistant IV,Property,Mass Customer,N,Yes,9,42,5253.88
2145,Adrea,Quittonden,Female,44,11/11/1959,Librarian,Entertainment,Affluent Customer,N,Yes,19,61,299.27
2146,Timmie,Lenden,Male,75,1/25/1967,,n/a,Mass Customer,N,No,13,53,1264.62
2147,Franzen,Kielty,Male,42,11/4/1998,Engineer IV,n/a,High Net Worth,N,Yes,1,22,1419.5
2148,Annis,Freeth,Female,78,3/20/1989,Engineer I,Manufacturing,Mass Customer,N,Yes,15,31,2346.16
2149,Lana,Druce,Female,26,5/19/1978,Professor,n/a,High Net Worth,N,No,6,42,5077.1
2150,Huntlee,Pashba,Male,75,9/5/1959,,Retail,Affluent Customer,N,Yes,8,61,2230.22
2151,Herrick,Gammett,Male,9,10/23/1986,,Entertainment,Affluent Customer,N,No,6,34,7187.34
2152,Junina,Labone,Female,40,11/5/1968,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19,52,4281.08
2153,Jimmy,,Male,22,10/13/1986,Financial Analyst,Financial Services,Mass Customer,N,No,10,34,4042.69
2154,Bird,Bolf,Female,86,1/8/1980,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,40,4268.17
2155,Fayth,Millions,Female,24,1/9/1964,Data Coordiator,n/a,Mass Customer,N,No,14,56,4940.24
2156,Darill,Mowday,Male,96,4/8/1977,Desktop Support Technician,Retail,Mass Customer,N,Yes,18,43,2495.43
2157,Alidia,Petyankin,Female,52,1/30/1978,Community Outreach Specialist,Property,Mass Customer,N,No,19,42,338.85
2158,Caesar,Begbie,Male,11,12/18/1960,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6,60,1650.61
2159,Godfrey,Bottini,Male,19,10/5/1963,,n/a,High Net Worth,N,Yes,6,57,1797.7
2160,Kettie,Cantopher,Female,64,6/26/1971,Recruiter,Health,Mass Customer,N,Yes,15,49,2672.77
2161,Tommie,Mardle,Male,35,1/14/1998,,Financial Services,Mass Customer,N,No,4,22,2584.95
2162,Andrew,Blunt,Male,49,5/9/1974,Paralegal,Financial Services,High Net Worth,N,Yes,10,46,1779.26
2163,Tim,Guilliatt,Male,41,12/25/1996,VP Product Management,n/a,Mass Customer,N,Yes,6,24,1721.82
2164,Toinette,Clementson,Female,12,8/16/1973,Financial Analyst,Financial Services,Mass Customer,N,Yes,18,47,3328.51
2165,Marlie,Teesdale,U,16,,Civil Engineer,Manufacturing,Affluent Customer,N,No,,,6052.93
2166,Mareah,Woodnutt,Female,78,11/9/1984,Nurse,Property,Mass Customer,N,No,16,36,3071.34
2167,Laina,Semorad,Female,31,7/11/1997,Librarian,Entertainment,Mass Customer,N,No,1,23,1539.6
2168,Levon,Woollard,Male,83,11/16/1974,VP Accounting,Financial Services,Mass Customer,N,Yes,17,46,1863.53
2169,Jarrad,Atwell,Male,80,2/28/1979,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18,41,5907.85
2170,Dewitt,Laight,Male,27,4/27/1963,Geological Engineer,Manufacturing,Affluent Customer,N,No,6,57,4828.54
2171,Laryssa,Maes,Female,21,2/10/1970,Pharmacist,Health,High Net Worth,N,No,10,50,1251.33
2172,Emmery,Angrock,Male,6,1/5/1979,Information Systems Manager,Health,Affluent Customer,N,Yes,13,41,5407.15
2173,Gracia,McAteer,Female,27,9/21/1976,Help Desk Technician,IT,Mass Customer,N,Yes,22,44,2250.33
2174,Rock,Vickerstaff,Male,32,9/21/1962,Account Executive,Argiculture,High Net Worth,N,No,11,58,3051.93
2175,Elvyn,Bullas,Male,23,11/1/1985,Web Developer III,Health,Mass Customer,N,No,13,35,3173.95
2176,Josie,Gallemore,Female,79,11/9/1962,Accountant II,Property,High Net Worth,N,Yes,12,58,2088.09
2177,Waverly,Creebo,Male,35,10/8/1977,Social Worker,Health,Mass Customer,N,No,9,43,2762.18
2178,Veriee,Colthard,Female,20,3/18/1954,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12,66,451.6
2179,Benson,cornhill,Male,15,8/20/1960,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17,60,3631.27
